id.x;link;kanal.x;ajakulu.y;hind.y;osutamistearv.y;rahulolu.y
INNO-010;http://www.innove.ee/et/eesti-keele-tasemeeksamid/registreerumine;Veebileht;;;;
INNO-011;https://www.eesti.ee/est/teenused/kodanik/haridus_ja_teadus/eesti_vabariigi_pohiseaduse_ja_kodakondsuse_seaduse_tundmise_eksamile_registreerimine_1;Eesti;;;;
INNO-011;http://www.innove.ee/et/eesti-keele-tasemeeksamid/registreerumine;Letiteenus büroos;;;;
INNO-011;http://www.innove.ee/et/eesti-keele-tasemeeksamid/registreerumine;Veebileht;;;;
INNO-012;https://www.eesti.ee/est/teenused/kodanik/haridus_ja_teadus/ev_pohiseaduse_ja_kodakondsuse_seaduse_tundmise_eksami_andmed;Eesti;;;;
INNO-013;https://www.eesti.ee/est/teenused/kodanik/haridus_ja_teadus/riigieksami_andmete_vaatamine;Eesti;;;;
INNO-014;https://eis.ekk.edu.ee/eis;E-iseteenindus;;;;
INNO-014;https://www.eesti.ee/est/teenused/kodanik/haridus_ja_teadus/riigieksamitele_registreerimine;Eesti;;;;
INNO-015;http://www.innove.ee/et/eesti-keele-tasemeeksamid/tasemeeksamitooga-tutvumine;Faks;;;;
INNO-015;http://www.innove.ee/et/eesti-keele-tasemeeksamid/tasemeeksamitooga-tutvumine;Letiteenus büroos;;;;
INNO-015;http://www.innove.ee/et/eesti-keele-tasemeeksamid/tasemeeksamitooga-tutvumine;Post;;;;
INNO-016;http://www.innove.ee/et/riigieksamid/tunnistus;Letiteenus büroos;;;;
INNO-017;http://www.innove.ee/et/eesti-keele-tasemeeksamid/duplikaadi-taotlemine;E-post;;;;
INNO-017;http://www.innove.ee/et/eesti-keele-tasemeeksamid/duplikaadi-taotlemine;Letiteenus büroos;;;;
INNO-017;http://www.innove.ee/et/eesti-keele-tasemeeksamid/duplikaadi-taotlemine;Post;;;;
INNO-018;http://www.innove.ee/et/eesti-keele-tasemeeksamid/eesti-keele-oppe-kulude-hyvitamine;Letiteenus büroos;;;;
INNO-019;http://www.innove.ee/et/eesti-keele-tasemeeksamid/info-erivajadustega-inimestele;Letiteenus büroos;;;;
INNO-019;http://www.innove.ee/et/eesti-keele-tasemeeksamid/info-erivajadustega-inimestele;Post;;;;
INNO-020;http://www.innove.ee/et/riigieksamid/riigieksamile-varemlopetanuna;E-post;;;;
INNO-020;https://www.eesti.ee/est/teenused/kodanik/haridus_ja_teadus/riigieksamitele_registreerimine;Eesti;;;;
INNO-020;http://www.innove.ee/et/riigieksamid/riigieksamile-varemlopetanuna;Letiteenus büroos;;;;
INNO-020;http://www.innove.ee/et/riigieksamid/riigieksamile-varemlopetanuna;Post;;;;
INNO-021;http://kke.innove.ee/liitumine/avalduse-vorm;E-post;;;;
INNO-021;http://kke.innove.ee/liitumine/avalduse-vorm;Letiteenus büroos;;;;
INNO-021;http://kke.innove.ee/liitumine/avalduse-vorm;Post;;;;
JUM-001;http://www.juristaitab.ee/;Veebileht;0.2;20000;713;
JUM-002;https://laevakinnistusraamat.rik.ee/;Veebileht;;;;
JUM-003;https://abieluvararegister.rik.ee/;Veebileht;;;;
JUM-004;http://www.rik.ee/et/e-kinnistusraamat;Veebileht;;;;
JUM-005;http://www.rik.ee/et/e-kinnistusraamat/xml-teenus;Veebileht;;;47499331;
JUM-006;http://www.just.ee/et/ministeerium-kontakt/dokumendiregister;Veebileht;;;;
JUM-007;https://kinnistuportaal.rik.ee/KAEP/login.aspx;Veebileht;;;;
JUM-008;https://kinnistusraamat.rik.ee/detailparing/Login.aspx;Veebileht;;;6379711;
JUM-009;https://ettevotjaportaal.rik.ee/;Veebileht;;;;
JUM-010;https://ariregister.rik.ee/;Veebileht;;;8000208;
JUM-011;http://www.rik.ee/et/e-ariregister/xml-teenus;Veebileht;;;;
JUM-012;http://www.rik.ee/et/e-ariregister;Veebileht;;;;
JUM-014;http://www.just.ee/et/kontakt;E-post;;;;
JUM-014;http://www.just.ee/et/kontakt;Post;;;;
JUM-015;http://www.just.ee/et/kontakt;E-post;;;;
JUM-015;http://www.just.ee/et/kontakt;Post;;;;
JUM-015;http://www.just.ee/et/kontakt;Telefon;;;;
JUM-016;http://www.just.ee/et/kontakt;E-post;;;;
JUM-018;http://misp.rik.ee/misp2;Veebileht;;;;
JUM-019;http://misp.rik.ee/misp2;Veebileht;;;;
JUM-020;http://misp.rik.ee/misp2;Veebileht;;;;
JUM-021;http://misp.rik.ee/misp2;Veebileht;;;;
JUM-022;http://misp.rik.ee/misp2;Veebileht;;;;
JUM-023;http://misp.rik.ee/misp2;Veebileht;;;;
JUM-024;http://misp.rik.ee/misp2;Veebileht;;;;
JUM-025;http://misp.rik.ee/misp2;Veebileht;;;;
JUM-026;http://misp.rik.ee/misp2;Veebileht;;;;
JUM-027;http://misp.rik.ee/misp2;Veebileht;;;;
JUM-028;http://misp.rik.ee/misp2;Veebileht;;;;
JUM-029;http://misp.rik.ee/misp2;Veebileht;;;;
JUM-030;http://misp.rik.ee/misp2;Veebileht;;;;
JUM-031;http://misp.rik.ee/misp2;Veebileht;;;;
JUM-032;http://misp.rik.ee/misp2;Veebileht;;;;
JUM-033;http://misp.rik.ee/misp2;Veebileht;;;;
JUM-034;http://misp.rik.ee/misp2;Veebileht;;;;
JUM-035;http://www.just.ee/et/kontakt;E-post;;;;
JUM-038;http://www.rik.ee/et/e-toimik/masskasutajale;Veebileht;;;;
JUM-039;https://www.e-toimik.ee/;Veebileht;;;;
JUM-040;https://www.e-toimik.ee;Veebileht;;;;
JUM-041;https://www.e-toimik.ee;Veebileht;;;;
JUM-056;www.emta.ee;E-iseteenindus;;72000;6051;
JUM-057;www.just.ee;Veebileht;;;;
KA-001;https://mtr.mkm.ee/;E-iseteenindus;;;;
KA-001;http://www.konkurentsiamet.ee/?id=16544;E-post;;;;
KA-001;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1;Eesti;;;;
KA-001;http://www.konkurentsiamet.ee/?id=16544;Post;;;;
KA-002;https://mtr.mkm.ee/;E-iseteenindus;;;;
KA-002;http://www.konkurentsiamet.ee/index.php?id=27112;E-post;;;;
KA-002;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1;Eesti;;;;
KA-002;http://www.konkurentsiamet.ee/index.php?id=27112;Post;;;;
KA-003;https://mtr.mkm.ee/;E-iseteenindus;;;;
KA-003;http://www.konkurentsiamet.ee/index.php?id=27124;E-post;;;;
KA-003;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1;Eesti;;;;
KA-003;http://www.konkurentsiamet.ee/index.php?id=27124;Post;;;;
KA-004;https://mtr.mkm.ee/;E-iseteenindus;;;;
KA-004;http://www.konkurentsiamet.ee/index.php?id=27125;E-post;;;;
KA-004;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1;Eesti;;;;
KA-004;http://www.konkurentsiamet.ee/index.php?id=27125;Post;;;;
KA-005;https://mtr.mkm.ee/;E-iseteenindus;;;;
KA-005;http://www.konkurentsiamet.ee/index.php?id=11084;E-post;;;;
KA-005;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1;Eesti;;;;
KA-005;http://www.konkurentsiamet.ee/index.php?id=11084;Post;;;;
KA-006;http://www.konkurentsiamet.ee/index.php?id=18324;E-post;;;;
KA-007;http://www.konkurentsiamet.ee/index.php?id=18307;E-post;;;;
KA-008;http://www.konkurentsiamet.ee/index.php?id=18307;E-post;;;;
KA-009;http://www.konkurentsiamet.ee/index.php?id=18307;E-post;;;;
KA-010;http://www.konkurentsiamet.ee/?id=10731;Veebileht;;;;
KA-011;http://www.konkurentsiamet.ee/?id=14157;Veebileht;;;;
KAM-001;http://www.kaitseministeerium.ee/et/eesmargid-tegevused/teadus-ja-arendustegevus/kaitsetoostuse-arendustoetused;Veebileht;;;;
KAM-002;https://www.eesti.ee/est/teenused/kodanik/riik_ja_kodanik/teabenoude_esitamine?saaja=12851;Eesti;;;;
KAM-002;www.kaitseministeerium.ee/dok-register/TeabenoudeEsitamine.action;Veebileht;;;49;
KAM-003;http://www.kaitseministeerium.ee/et/node/3897;Veebileht;;;;
KAM-004;http://www.kaitseministeerium.ee/et/node/4003;Veebileht;;;98;
KEM-001;http://www.envir.ee/et/kontakt?tid_with_depth[0]=312;E-post;;;;
KEM-001;http://www.envir.ee/et/kontakt?tid_with_depth[0]=312;Post;;;;
KEM-002;http://www.envir.ee/et/kontakt?tid_with_depth%5B0%5D=312;E-post;;;;
KEM-002;http://www.envir.ee/et/kontakt?tid_with_depth%5B0%5D=312;Post;;;;
KEM-003;https://ojs.envir.ee/ojsweb/auth/login;E-iseteenindus;;;;
KEM-004;http://www.envir.ee/et/kmh-litsentsikomisjon;E-post;;;;
KEM-004;http://www.envir.ee/et/kmh-litsentsikomisjon;Post;;;;
KEM-005;http://www.ohuseire.ee/;Veebileht;;;;
KEM-006;http://www.envir.ee/et/kasvuhooneefekt-ja-kasvuhoonegaasid-mis-need;Veebileht;;;;
KEM-007;www.pilet.ee;E-iseteenindus;;;;
KEM-008;http://www.envir.ee/et/kontakt?tid_with_depth[0]=323;E-post;;;;
KEM-008;http://kala.envir.ee/?call=special_licence_list&m_id=3;Veebileht;;;;
KEM-009;http://www.keskkonnaamet.ee/organistatsioon/kontakt-2/k/;E-post;;;;
KEM-010;http://www.envir.ee/et/kontakt?tid_with_depth[0]=323;E-post;;;;
KEM-011;https://ets-registry.webgate.ec.europa.eu/euregistry/EE/index.xhtml;E-iseteenindus;;;;
KEM-012;http://www.envir.ee/et/euroopa-liidu-kasvuhoonegaaside-heitkogustega-kauplemise-susteem;E-post;;;;
KEM-012;http://www.envir.ee/et/euroopa-liidu-kasvuhoonegaaside-heitkogustega-kauplemise-susteem;Post;;;;
KEM-013;http://www.envir.ee/et/kyoto-protokoll;Veebileht;;;;
KEM-014;http://www.envir.ee/et/euroopa-liidu-kasvuhoonegaaside-heitkogustega-kauplemise-susteem;E-post;;;;
KEM-015;http://www.envir.ee/et/euroopa-liidu-kasvuhoonegaaside-heitkogustega-kauplemise-susteem;E-post;;;;
KEM-016;http://www.keskkonnaamet.ee/teenused/valisohukaitse/fluoritud-kasvuhoonegaasid-ja-osoonikihti-kahandavad-ained/fluoritud-kasvuhoonegaaside-aruandlus-4/;E-post;;;;
KEM-016;http://www.keskkonnaamet.ee/teenused/valisohukaitse/fluoritud-kasvuhoonegaasid-ja-osoonikihti-kahandavad-ained/fluoritud-kasvuhoonegaaside-aruandlus-4/;Post;;;;
KEM-016;http://www.keskkonnaamet.ee/teenused/valisohukaitse/fluoritud-kasvuhoonegaasid-ja-osoonikihti-kahandavad-ained/fluoritud-kasvuhoonegaaside-aruandlus-4/;Veebileht;;;;
KEM-017;http://www.envir.ee/et/euroopa-liidu-kasvuhoonegaaside-heitkogustega-kauplemise-susteem;E-post;;;;
KEM-018;http://www.envir.ee/et/euroopa-liidu-kasvuhoonegaaside-heitkogustega-kauplemise-perioodid;E-post;;;;
KEM-019;http://www.envir.ee/et/perioodil-2013-2019-tasuta-eraldatavate-lubatud-heitkoguse-uhikute-eest-elektrisektori;E-post;;;;
KEM-020;http://www.envir.ee/et/euroopa-liidu-kasvuhoonegaaside-heitkogustega-kauplemise-perioodid;E-post;;;;
KEM-021;http://www.envir.ee/et/euroopa-liidu-kasvuhoonegaaside-heitkogustega-kauplemise-perioodid;Veebileht;;;;
KEM-022;http://www.envir.ee/et/cites;E-post;;;;
KEM-022;http://www.envir.ee/et/cites;Post;;;;
KEM-023;http://www.envir.ee/et/merevee-erikasutus;E-post;;;;
KEM-023;http://www.envir.ee/et/merevee-erikasutus;Post;;;;
KEM-025;https://mtr.mkm.ee/;E-iseteenindus;;;;
KEM-025;http://www.envir.ee/et/hudrogeoloogiliste-toode-litsentsikomisjon-ja-litsentsiomanike-nimekiri;E-post;;;;
KEM-025;https://www.eesti.ee/est/teemad/ettevotja/load_ja_registreeringud_1/keskkond_1/hudrogeoloogiliste_toode_tegevusloa_taotlemine;Eesti;;;;
KEM-025;http://www.envir.ee/et/hudrogeoloogiliste-toode-litsentsikomisjon-ja-litsentsiomanike-nimekiri;Veebileht;;;;
KEM-026;http://www.envir.ee/et/veeproovivotjatele;E-post;;;;
KEM-027;http://dhs-adr-kem.envir.ee/InformationRequest.aspx;Veebileht;;;;
KI-001;http://www.keeleinsp.ee/index.php;Telefon;;;;
KI-001;http://www.keeleinsp.ee/?menu=28;Veebileht;;;;
KI-002;http://www.keeleinsp.ee/index.php;Kliendijuures;;;;
KI-004;http://www.keeleinsp.ee/index.php;E-iseteenindus;;;;
KI-004;http://www.keeleinsp.ee/index.php;E-post;;;;
KI-004;http://www.keeleinsp.ee/index.php;Telefon;;;;
KI-004;http://www.keeleinsp.ee/index.php?menu=24;Veebileht;;;;
KI-005;http://www.keeleinsp.ee/;E-post;;;;
KI-005;http://www.keeleinsp.ee/;Kliendijuures;;;;
KI-005;http://www.keeleinsp.ee/;Post;;;;
KI-005;http://www.keeleinsp.ee/index.php;Telefon;;;;
KI-005;http://www.keeleinsp.ee/?menu=28;Veebileht;;;;
KI-006;http://www.keeleinsp.ee;E-post;;;;
KI-006;http://www.keeleinsp.ee;Kliendijuures;;;;
KI-006;http://www.keeleinsp.ee/;Post;;;;
KI-006;http://www.keeleinsp.ee;Telefon;;;;
KI-006;http://www.keeleinsp.ee/?menu=28;Veebileht;;;;
KI-007;http://www.keeleinsp.ee/?menu=24;Veebileht;;;;
KI-008;http://www.keeleinsp.ee/?menu=20;E-post;;;;
KI-008;http://www.keeleinsp.ee/?menu=20;Post;;;;
KI-008;http://www.keeleinsp.ee/?menu=20;Telefon;;;;
KI-008;http://www.keeleinsp.ee/?menu=28;Veebileht;;;;
KI-009;http://www.keeleinsp.ee/?menu=20;E-post;;;;
KKA-001;https://eteenus.keskkonnaamet.ee;E-iseteenindus;;;;
KKA-002;https://eteenus.keskkonnaamet.ee/;Veebileht;;;;
KKA-003;https://eteenus.keskkonnaamet.ee/;E-iseteenindus;;;;
KKA-004;http://www.keskkonnaamet.ee/public/Teenusstandardid_2014/49._Hooldustoode_teostajate_registreerimine_FOKA.pdf;E-post;;;;
KKA-005;http://www.keskkonnaamet.ee/public/1_Ohtlike_jaatmete_litsents.pdf;E-post;;;;
KKA-005;http://www.keskkonnaamet.ee/public/1_Ohtlike_jaatmete_litsents.pdf;Letiteenus büroos;;;;
KKA-005;http://www.keskkonnaamet.ee/public/1_Ohtlike_jaatmete_litsents.pdf;Post;;;;
KKA-006;http://www.keskkonnaamet.ee/public/3_Jaatmeloa_omamise_kohustusest_vabastatud_registreerimistoendi_taotlemine.pdf;E-post;;;;
KKA-006;http://www.keskkonnaamet.ee/public/3_Jaatmeloa_omamise_kohustusest_vabastatud_registreerimistoendi_taotlemine.pdf;Letiteenus büroos;;;;
KKA-006;http://www.keskkonnaamet.ee/public/3_Jaatmeloa_omamise_kohustusest_vabastatud_registreerimistoendi_taotlemine.pdf;Post;;;;
KKA-007;http://www.keskkonnaamet.ee/public/2_jaatmeloa_taotlemine.pdf;E-post;;;;
KKA-007;http://www.keskkonnaamet.ee/public/2_jaatmeloa_taotlemine.pdf;Letiteenus büroos;;;;
KKA-007;http://www.keskkonnaamet.ee/public/2_jaatmeloa_taotlemine.pdf;Post;;;;
KKA-008;http://www.keskkonnaamet.ee/public/4_Valisohu_saasteloa_teenusstandard.pdf;E-post;;;;
KKA-008;http://www.keskkonnaamet.ee/public/4_Valisohu_saasteloa_teenusstandard.pdf;Letiteenus büroos;;;;
KKA-008;http://www.keskkonnaamet.ee/public/4_Valisohu_saasteloa_teenusstandard.pdf;Post;;;;
KKA-009;http://www.keskkonnaamet.ee/public/5_Lohnaaine_vahendmaise_tegevuskava_kinnitamine.pdf;E-post;;;;
KKA-009;http://www.keskkonnaamet.ee/public/5_Lohnaaine_vahendmaise_tegevuskava_kinnitamine.pdf;Letiteenus büroos;;;;
KKA-009;http://www.keskkonnaamet.ee/public/5_Lohnaaine_vahendmaise_tegevuskava_kinnitamine.pdf;Post;;;;
KKA-010;https://eteenus.keskkonnaamet.ee/;E-iseteenindus;;;;
KKA-010;http://www.keskkonnaamet.ee/teenused/valisohukaitse/orgaaniliste-lahustite-kasutaja-registreerimine/;E-post;;;;
KKA-010;http://www.keskkonnaamet.ee/teenused/valisohukaitse/orgaaniliste-lahustite-kasutaja-registreerimine/;Letiteenus büroos;;;;
KKA-010;http://www.keskkonnaamet.ee/teenused/valisohukaitse/orgaaniliste-lahustite-kasutaja-registreerimine/;Post;;;;
KKA-011;http://www.keskkonnaamet.ee/public/10_Vee_erikasutusloa_taotlemine.pdf;E-post;;;;
KKA-011;http://www.keskkonnaamet.ee/public/10_Vee_erikasutusloa_taotlemine.pdf;Letiteenus büroos;;;;
KKA-011;http://www.keskkonnaamet.ee/public/10_Vee_erikasutusloa_taotlemine.pdf;Post;;;;
KKA-012;http://www.keskkonnaamet.ee/public/11_Veekaitsevoondis_teostatavad_tood.pdf;E-post;;;;
KKA-012;http://www.keskkonnaamet.ee/public/11_Veekaitsevoondis_teostatavad_tood.pdf;Letiteenus büroos;;;;
KKA-012;http://www.keskkonnaamet.ee/public/11_Veekaitsevoondis_teostatavad_tood.pdf;Post;;;;
KKA-014;http://www.keskkonnaamet.ee/public/12_Veehaarde_sanitaarkaitseala_vahendamine.pdf;E-post;;;;
KKA-014;http://www.keskkonnaamet.ee/public/12_Veehaarde_sanitaarkaitseala_vahendamine.pdf;Letiteenus büroos;;;;
KKA-014;http://www.keskkonnaamet.ee/public/12_Veehaarde_sanitaarkaitseala_vahendamine.pdf;Post;;;;
KKA-015;http://www.keskkonnaamet.ee/public/15_Kompleksloa_menetlemine_muutmine.pdf;E-post;;;;
KKA-015;http://www.keskkonnaamet.ee/public/15_Kompleksloa_menetlemine_muutmine.pdf;Letiteenus büroos;;;;
KKA-015;http://www.keskkonnaamet.ee/public/15_Kompleksloa_menetlemine_muutmine.pdf;Post;;;;
KKA-016;http://www.keskkonnaamet.ee/public/24_kaevise_teisaldamise_nousoleku_taotlemine.pdf;E-post;;;;
KKA-016;http://www.keskkonnaamet.ee/public/24_kaevise_teisaldamise_nousoleku_taotlemine.pdf;Letiteenus büroos;;;;
KKA-016;http://www.keskkonnaamet.ee/public/24_kaevise_teisaldamise_nousoleku_taotlemine.pdf;Post;;;;
KKA-017;http://www.keskkonnaamet.ee/public/23_maavaravaru_transportimise_nousoleku_taotlemine.pdf;E-post;;;;
KKA-017;http://www.keskkonnaamet.ee/public/23_maavaravaru_transportimise_nousoleku_taotlemine.pdf;Letiteenus büroos;;;;
KKA-017;http://www.keskkonnaamet.ee/public/23_maavaravaru_transportimise_nousoleku_taotlemine.pdf;Post;;;;
KKA-018;https://www.pilet.ee/cgi-bin/splususer/splususer.cgi?op=list_varia&piirkond_id=51&year=2016;E-iseteenindus;;;;
KKA-018;http://www.keskkonnaamet.ee/teenused/kalandus-3/kalastuskaardi-valjastamine-ja/;E-post;;;;
KKA-018;http://www.keskkonnaamet.ee/teenused/kalandus-3/kalastuskaardi-valjastamine-ja/;Letiteenus büroos;;;;
KKA-018;http://www.keskkonnaamet.ee/teenused/kalandus-3/kalastuskaardi-valjastamine-ja/;Post;;;;
KKA-019;http://www.keskkonnaamet.ee/public/16_planeeringute_kooskolastamine.pdf;E-post;;;;
KKA-019;http://www.keskkonnaamet.ee/public/16_planeeringute_kooskolastamine.pdf;Letiteenus büroos;;;;
KKA-019;http://www.keskkonnaamet.ee/public/16_planeeringute_kooskolastamine.pdf;Post;;;;
KKA-020;http://www.keskkonnaamet.ee/public/21_Kaevandamisloa_taotlemine.pdf;Letiteenus büroos;;;;
KKA-020;http://www.keskkonnaamet.ee/public/21_Kaevandamisloa_taotlemine.pdf;Post;;;;
KKA-021;http://www.keskkonnaamet.ee/public/22_Uldgeoloogilise_uuringuloa.pdf;Letiteenus büroos;;;;
KKA-021;http://www.keskkonnaamet.ee/public/22_Uldgeoloogilise_uuringuloa.pdf;Post;;;;
KKA-022;http://www.keskkonnaamet.ee/public/25_Looma_linnukahju.pdf;E-post;;;;
KKA-022;http://www.keskkonnaamet.ee/public/25_Looma_linnukahju.pdf;Letiteenus büroos;;;;
KKA-022;http://www.keskkonnaamet.ee/public/25_Looma_linnukahju.pdf;Post;;;;
KKA-023;http://www.keskkonnaamet.ee/public/42_Metsakaitseekspertiis.pdf;E-post;;;;
KKA-023;https://www.eesti.ee/est/teenused/kodanik/keskkond_2/metsateatise_esitamine;Eesti;;;;
KKA-023;http://www.keskkonnaamet.ee/public/42_Metsakaitseekspertiis.pdf;Letiteenus büroos;;;;
KKA-023;http://www.keskkonnaamet.ee/public/42_Metsakaitseekspertiis.pdf;Post;;;;
KKA-024;http://www.keskkonnaamet.ee/public/43_Istutusmaterjali_sertifitseerimine.pdf;E-post;;;;
KKA-024;http://www.keskkonnaamet.ee/public/43_Istutusmaterjali_sertifitseerimine.pdf;Letiteenus büroos;;;;
KKA-024;http://www.keskkonnaamet.ee/public/43_Istutusmaterjali_sertifitseerimine.pdf;Post;;;;
KKA-025;http://www.keskkonnaamet.ee/public/44_Seemnepartii_sertifitseerimine.pdf;E-post;;;;
KKA-025;http://www.keskkonnaamet.ee/public/44_Seemnepartii_sertifitseerimine.pdf;Letiteenus büroos;;;;
KKA-025;http://www.keskkonnaamet.ee/public/44_Seemnepartii_sertifitseerimine.pdf;Post;;;;
KKA-026;http://www.keskkonnaamet.ee/public/45_Kiirgusloa_taotlemine.pdf;E-post;;;;
KKA-026;http://www.keskkonnaamet.ee/public/45_Kiirgusloa_taotlemine.pdf;Letiteenus büroos;;;;
KKA-026;http://www.keskkonnaamet.ee/public/45_Kiirgusloa_taotlemine.pdf;Post;;;;
KKA-027;http://www.keskkonnaamet.ee/public/46_kiirgusekspert_litsentsi_taotlemine.pdf;E-post;;;;
KKA-027;http://www.keskkonnaamet.ee/public/46_kiirgusekspert_litsentsi_taotlemine.pdf;Letiteenus büroos;;;;
KKA-027;http://www.keskkonnaamet.ee/public/46_kiirgusekspert_litsentsi_taotlemine.pdf;Post;;;;
KKA-028;http://www.keskkonnaamet.ee/public/47_Kiirgustaseme_mootmine.pdf;Kliendijuures;;;;
KKA-028;http://www.keskkonnaamet.ee/public/47_Kiirgustaseme_mootmine.pdf;Letiteenus büroos;;;;
KKA-029;http://www.keskkonnaamet.ee/public/48_Kiirgustootajate_isikudoos.pdf;Letiteenus büroos;;;;
KKA-030;http://www.keskkonnaamet.ee/public/49_Kiirgusohutuse_hinnang.pdf;E-post;;;;
KKA-030;http://www.keskkonnaamet.ee/public/49_Kiirgusohutuse_hinnang.pdf;Letiteenus büroos;;;;
KKA-030;http://www.keskkonnaamet.ee/public/49_Kiirgusohutuse_hinnang.pdf;Post;;;;
KKA-031;http://www.keskkonnaamet.ee/public/50_radooni_mootmine.pdf;Kliendijuures;;;;
KKA-032;http://www.keskkonnaamet.ee/public/40_Jahiulukite_tehiskeskkonnas_registreerimine.pdf;E-post;;;;
KKA-032;http://www.keskkonnaamet.ee/public/40_Jahiulukite_tehiskeskkonnas_registreerimine.pdf;Letiteenus büroos;;;;
KKA-032;http://www.keskkonnaamet.ee/public/40_Jahiulukite_tehiskeskkonnas_registreerimine.pdf;Post;;;;
KKA-033;http://www.keskkonnaamet.ee/public/41_Metsateatis.pdf;E-iseteenindus;;;;
KKA-033;http://www.keskkonnaamet.ee/public/41_Metsateatis.pdf;E-post;;;;
KKA-033;https://www.eesti.ee/est/teenused/kodanik/keskkond_2/metsateatise_esitamine;Eesti;;;;
KKA-033;http://www.keskkonnaamet.ee/public/41_Metsateatis.pdf;Letiteenus büroos;;;;
KKAG-001;http://register.keskkonnainfo.ee/;Veebileht;;;;
KKAG-002;http://www.keskkonnaagentuur.ee/et/emas;E-post;;;;
KKAG-002;http://www.keskkonnaagentuur.ee/et/emas;Kliendijuures;;;;
KKAG-002;http://www.keskkonnaagentuur.ee/et/emas;Post;;;;
KKAG-002;http://www.keskkonnaagentuur.ee/et/emas;Telefon;;;;
KKAG-002;http://www.keskkonnaagentuur.ee/et/emas;Veebileht;;;;
KKAG-003;http://www.keskkonnaagentuur.ee/et/eesmargid-tegevused/el-okomargis;E-post;;;;
KKAG-003;http://www.keskkonnaagentuur.ee/et/eesmargid-tegevused/el-okomargis;Kliendijuures;;;;
KKAG-003;http://www.keskkonnaagentuur.ee/et/eesmargid-tegevused/el-okomargis;Post;;;;
KKAG-003;http://www.keskkonnaagentuur.ee/et/eesmargid-tegevused/el-okomargis;Telefon;;;;
KKAG-003;http://www.keskkonnaagentuur.ee/et/eesmargid-tegevused/el-okomargis;Veebileht;;;;
KKAG-004;www.lennuilm.ee;Veebileht;;;19500;
KKAG-005;http://dhs-adr-kaur.envir.ee/InformationRequest.aspx;Veebileht;;;;
KKAG-006;http://dhs-adr-kaur.envir.ee/;Veebileht;;;;
KKAG-007;http://www.keskkonnaagentuur.ee/et/looduskaitsevaljaanded;Veebileht;;;;
KKAG-008;http://www.keskkonnaagentuur.ee/et/keskkonnaseisundivaljaanded;Veebileht;;;;
KKAG-009;http://www.keskkonnaagentuur.ee/et/keskkonnaseisundivaljaanded;Veebileht;;;;
KKAG-010;http://www.keskkonnaagentuur.ee/et/keskkonnaseirevaljaanded;Veebileht;;;;
KKAG-011;http://www.keskkonnaagentuur.ee/et/metsandusevaljaanded;Veebileht;;;;
KKAG-012;http://www.keskkonnaagentuur.ee/et/jaatmeulevaated;Veebileht;;;;
KKAG-013;http://lva.eelis.ee;Veebileht;;;;
KKAG-014;www.ilmateenistus.ee;Veebileht;;;;
KKAG-015;http://chm-root.eea.europa.eu/chm_ee;Veebileht;;;;
KKAG-016;https://mtr.mkm.ee/;Veebileht;;;;
KKAG-017;http://eelis.ee;Veebileht;;;;
KKAG-018;"http://loodus.keskkonnainfo.ee/eelis/default.aspx?id=-924928823&state=1;-164545161;est;eelisand;;";E-post;;;;
KKAG-019;ftp.keskkonnaamet.ee;Veebileht;;;;
KKAG-021;http://www.ilmateenistus.ee/ilm/ilmavaatlused/radaripildid/komposiitpilt/;Veebileht;;;;
KKAG-026;http://register.metsad.ee/avalik/;Veebileht;;;;
KKAG-027;http://www.ilmateenistus.ee/;E-post;;;;
KKAG-028;http://www.ilmateenistus.ee/;Veebileht;;;;
KKAG-029;http://www.ilmateenistus.ee/;Veebileht;;;;
KKAG-030;http://eelissetup.eelis.ee;Veebileht;;;;
KKAG-031;http://keskkonnaagentuur.ee/et/kontaktid#Elus;E-post;;;;
KKAG-032;"http://loodus.keskkonnainfo.ee/eelis/default.aspx?id=-924928823&state=3;-164545161;est;eelisand;;";Veebileht;;;;
KKAG-033;http://www.keskkonnaagentuur.ee/et/ohuvaljaanded;Veebileht;;;;
KKAG-034;http://www.ilmateenistus.ee/ilmatarkus/publikatsioonid/aastaraamatud/;Veebileht;;;;
KKAG-035;http://www.ilmateenistus.ee/ilmatarkus/publikatsioonid/aastaraamatud/;Veebileht;;;;
KKAG-036;http://www.keskkonnaagentuur.ee/et/veeulevaated;Veebileht;;;;
KKAG-037;http://www.ilmateenistus.ee/siseveed/vaatlusandmed/kaart/;Veebileht;;;;
KKAG-038;http://www.ilmateenistus.ee/teenused/teenuste-tellimine/tellimisvorm/;Veebileht;;;;
KKAG-039;https://jats.keskkonnainfo.ee/;E-iseteenindus;;;;
KKAG-039;http://osis.keskkonnainfo.ee/;Veebileht;;;;
KKAG-040;http://seire.keskkonnainfo.ee/;Veebileht;;;;
