183	28	245	A
184	21	245	C
185	25	245	D
186	29	245	F
187	26	268	C
188	24	268	D
189	28	268	A
190	21	268	C
191	25	268	D
192	29	268	F
193	26	274	C
194	24	274	D
195	28	274	A
196	21	274	C
197	25	274	D
198	29	274	F
199	26	283	C
200	24	283	D
201	28	283	A
202	21	283	C
203	25	283	D
204	29	283	F
205	26	300	C
206	24	300	D
207	28	300	A
208	21	300	C
209	25	300	D
210	29	300	F
211	36	19	C
212	34	19	D
213	38	19	A
214	31	19	C
215	35	19	D
216	39	19	F
217	36	27	C
218	34	27	D
219	38	27	A
220	31	27	C
221	35	27	D
222	39	27	F
223	36	28	C
224	34	28	D
225	38	28	A
226	31	28	C
227	35	28	D
228	39	28	F
229	36	44	C
230	34	44	D
231	38	44	A
232	31	44	C
233	35	44	D
234	39	44	F
235	36	188	C
236	34	188	D
237	38	188	A
238	31	188	C
239	35	188	D
240	39	188	F
241	36	205	C
242	34	205	D
243	38	205	A
244	31	205	C
245	35	205	D
246	39	205	F
247	36	226	C
248	34	226	D
249	38	226	A
250	31	226	C
251	35	226	D
252	39	226	F
253	36	232	C
254	34	232	D
255	38	232	A
256	31	232	C
257	35	232	D
258	39	232	F
259	36	240	C
260	34	240	D
261	38	240	A
262	31	240	C
263	35	240	D
264	39	240	F
265	36	242	C
266	34	242	D
267	38	242	A
268	31	242	C
269	35	242	D
270	39	242	F
271	36	251	C
272	34	251	D
273	38	251	A
274	31	251	C
275	35	251	D
276	39	251	F
277	36	260	C
278	34	260	D
279	38	260	A
280	31	260	C
281	35	260	D
282	39	260	F
283	36	270	C
284	34	270	D
285	38	270	A
286	31	270	C
287	35	270	D
288	39	270	F
289	36	275	C
290	34	275	D
291	38	275	A
292	31	275	C
293	35	275	D
294	39	275	F
295	36	280	C
296	34	280	D
297	38	280	A
298	31	280	C
299	35	280	D
300	39	280	F
301	36	292	C
302	34	292	D
303	38	292	A
304	31	292	C
305	35	292	D
306	39	292	F
307	46	29	C
308	44	29	D
309	48	29	A
310	41	29	C
311	45	29	D
312	49	29	F
313	46	30	C
314	44	30	D
315	48	30	A
316	41	30	C
317	45	30	D
318	49	30	F
319	46	42	C
320	44	42	D
321	48	42	A
322	41	42	C
323	45	42	D
324	49	42	F
325	46	183	C
326	44	183	D
327	48	183	A
328	41	183	C
329	45	183	D
330	49	183	F
331	46	190	C
332	44	190	D
333	48	190	A
334	41	190	C
335	45	190	D
336	49	190	F
337	46	198	C
338	44	198	D
339	48	198	A
340	41	198	C
341	45	198	D
342	49	198	F
343	46	206	C
344	44	206	D
345	48	206	A
346	41	206	C
347	45	206	D
348	49	206	F
349	46	209	C
350	44	209	D
351	48	209	A
352	41	209	C
353	45	209	D
354	49	209	F
355	46	225	C
356	44	225	D
357	48	225	A
358	41	225	C
359	45	225	D
360	49	225	F
361	46	230	C
362	44	230	D
363	48	230	A
364	41	230	C
365	45	230	D
366	49	230	F
367	46	259	C
368	44	259	D
369	48	259	A
370	41	259	C
371	45	259	D
372	49	259	F
373	46	278	C
374	44	278	D
375	48	278	A
376	41	278	C
377	45	278	D
378	49	278	F
379	46	281	C
380	44	281	D
381	48	281	A
382	41	281	C
383	45	281	D
384	49	281	F
385	46	291	C
386	44	291	D
387	48	291	A
388	41	291	C
389	45	291	D
390	49	291	F
391	56	31	C
392	54	31	D
393	58	31	A
394	51	31	C
395	55	31	D
396	59	31	F
397	56	32	C
398	54	32	D
399	58	32	A
400	51	32	C
401	55	32	D
402	59	32	F
403	56	180	C
404	54	180	D
405	58	180	A
406	51	180	C
407	55	180	D
408	59	180	F
409	60	186	A
410	51	186	F
411	58	186	C
412	55	186	D
413	56	186	D
414	57	186	A
415	52	186	F
416	59	186	A
417	53	186	F
418	54	186	C
419	60	191	A
420	51	191	F
421	58	191	C
422	55	191	D
423	56	191	D
424	57	191	A
425	52	191	F
426	59	191	A
427	53	191	F
428	54	191	C
429	60	197	A
430	51	197	F
431	58	197	C
432	55	197	D
433	56	197	D
434	57	197	A
435	52	197	F
436	59	197	A
437	53	197	F
438	54	197	C
439	60	202	A
440	51	202	F
441	58	202	C
442	55	202	D
443	56	202	D
444	57	202	A
445	52	202	F
446	59	202	A
447	53	202	F
448	54	202	C
449	60	223	A
450	51	223	F
451	58	223	C
452	55	223	D
453	56	223	D
454	57	223	A
455	52	223	F
456	59	223	A
457	53	223	F
458	54	223	C
459	60	227	A
460	51	227	F
461	58	227	C
462	55	227	D
463	56	227	D
464	57	227	A
465	52	227	F
466	59	227	A
467	53	227	F
468	54	227	C
469	60	239	A
470	51	239	F
471	58	239	C
472	55	239	D
473	56	239	D
474	57	239	A
475	52	239	F
476	59	239	A
477	53	239	F
478	54	239	C
479	60	247	A
480	51	247	F
481	58	247	C
482	55	247	D
483	56	247	D
484	57	247	A
485	52	247	F
486	59	247	A
487	53	247	F
488	54	247	C
489	60	263	A
490	51	263	F
491	58	263	C
492	55	263	D
493	56	263	D
494	57	263	A
495	52	263	F
496	59	263	A
497	53	263	F
498	54	263	C
499	60	269	A
500	51	269	F
501	58	269	C
502	55	269	D
503	56	269	D
504	57	269	A
505	52	269	F
506	59	269	A
507	53	269	F
508	54	269	C
509	60	279	A
510	51	279	F
511	58	279	C
512	55	279	D
513	56	279	D
514	57	279	A
515	52	279	F
516	59	279	A
517	53	279	F
518	54	279	C
519	60	282	A
520	51	282	F
521	58	282	C
522	55	282	D
523	56	282	D
524	57	282	A
525	52	282	F
526	59	282	A
527	53	282	F
528	54	282	C
529	60	296	A
530	51	296	F
531	58	296	C
532	55	296	D
533	56	296	D
534	57	296	A
535	52	296	F
536	59	296	A
537	53	296	F
538	54	296	C
539	70	33	A
540	61	33	F
541	68	33	C
542	65	33	D
543	66	33	D
544	67	33	A
545	62	33	F
546	69	33	A
547	63	33	F
548	64	33	C
549	70	34	A
550	61	34	F
551	68	34	C
552	65	34	D
553	66	34	D
554	67	34	A
555	62	34	F
556	69	34	A
557	63	34	F
558	64	34	C
559	70	41	A
560	61	41	F
561	68	41	C
562	65	41	D
563	66	41	D
564	67	41	A
565	62	41	F
566	69	41	A
567	63	41	F
568	64	41	C
569	70	187	A
570	61	187	F
571	68	187	C
572	65	187	D
573	66	187	D
574	67	187	A
575	62	187	F
576	69	187	A
577	63	187	F
578	64	187	C
579	70	194	A
580	61	194	F
581	68	194	C
582	65	194	D
583	66	194	D
584	67	194	A
585	62	194	F
586	69	194	A
587	63	194	F
588	64	194	C
589	70	201	A
590	61	201	F
591	68	201	C
592	65	201	D
593	66	201	D
594	67	201	A
595	62	201	F
596	69	201	A
597	63	201	F
598	64	201	C
599	70	208	A
600	61	208	F
601	68	208	C
602	65	208	D
603	66	208	D
604	67	208	A
605	62	208	F
606	69	208	A
607	63	208	F
608	64	208	C
609	70	212	A
610	61	212	F
611	68	212	C
612	65	212	D
613	66	212	D
614	67	212	A
615	62	212	F
616	69	212	A
617	63	212	F
618	64	212	C
619	70	219	A
620	61	219	F
621	68	219	C
622	65	219	D
623	66	219	D
624	67	219	A
625	62	219	F
626	69	219	A
627	63	219	F
628	64	219	C
629	70	220	A
630	61	220	F
631	68	220	C
632	65	220	D
633	66	220	D
634	67	220	A
635	62	220	F
636	69	220	A
637	63	220	F
638	64	220	C
639	70	222	A
640	61	222	F
641	68	222	C
642	65	222	D
643	66	222	D
644	67	222	A
645	62	222	F
646	69	222	A
647	63	222	F
648	64	222	C
649	70	228	A
650	61	228	F
651	68	228	C
652	65	228	D
653	66	228	D
654	67	228	A
655	62	228	F
656	69	228	A
657	63	228	F
658	64	228	C
659	70	235	A
660	61	235	F
661	68	235	C
662	65	235	D
663	66	235	D
664	67	235	A
665	62	235	F
666	69	235	A
667	63	235	F
668	64	235	C
669	70	241	A
670	61	241	F
671	68	241	C
672	65	241	D
673	66	241	D
674	67	241	A
675	62	241	F
676	69	241	A
677	63	241	F
678	64	241	C
679	70	243	A
680	61	243	F
681	68	243	C
682	65	243	D
683	66	243	D
684	67	243	A
685	62	243	F
686	69	243	A
687	63	243	F
688	64	243	C
689	70	249	A
690	61	249	F
691	68	249	C
692	65	249	D
693	66	249	D
694	67	249	A
695	62	249	F
696	69	249	A
697	63	249	F
698	64	249	C
699	70	257	A
700	61	257	F
701	68	257	C
702	65	257	D
703	66	257	D
704	67	257	A
705	62	257	F
706	69	257	A
707	63	257	F
708	64	257	C
709	70	265	A
710	61	265	F
711	68	265	C
712	65	265	D
713	66	265	D
714	67	265	A
715	62	265	F
716	69	265	A
717	63	265	F
718	64	265	C
719	70	276	A
720	61	276	F
721	68	276	C
722	65	276	D
723	66	276	D
724	67	276	A
725	62	276	F
726	69	276	A
727	63	276	F
728	64	276	C
729	70	284	A
730	61	284	F
731	68	284	C
732	65	284	D
733	66	284	D
734	67	284	A
735	62	284	F
736	69	284	A
737	63	284	F
738	64	284	C
739	70	297	A
740	61	297	F
741	68	297	C
742	65	297	D
743	66	297	D
744	67	297	A
745	62	297	F
746	69	297	A
747	63	297	F
748	64	297	C
749	80	35	A
750	71	35	F
751	78	35	C
752	75	35	D
753	76	35	D
754	77	35	A
755	72	35	F
756	79	35	A
757	73	35	F
758	74	35	C
759	80	36	A
760	71	36	F
761	78	36	C
762	75	36	D
763	76	36	D
764	77	36	A
765	72	36	F
766	79	36	A
767	73	36	F
768	74	36	C
769	80	185	A
770	71	185	F
771	78	185	C
772	75	185	D
773	76	185	D
774	77	185	A
775	72	185	F
776	79	185	A
777	73	185	F
778	74	185	C
779	80	196	A
780	71	196	F
781	78	196	C
782	75	196	D
783	76	196	D
784	77	196	A
785	72	196	F
786	79	196	A
787	73	196	F
788	74	196	C
789	80	207	A
790	71	207	F
791	78	207	C
792	75	207	D
793	76	207	D
794	77	207	A
795	72	207	F
796	79	207	A
797	73	207	F
798	74	207	C
799	80	213	A
800	71	213	F
801	78	213	C
802	75	213	D
803	76	213	D
804	77	213	A
805	72	213	F
806	79	213	A
807	73	213	F
808	74	213	C
809	80	218	A
810	71	218	F
811	78	218	C
812	75	218	D
813	76	218	D
814	77	218	A
815	72	218	F
816	79	218	A
817	73	218	F
818	74	218	C
819	80	229	A
820	71	229	F
821	78	229	C
822	75	229	D
823	76	229	D
824	77	229	A
825	72	229	F
826	79	229	A
827	73	229	F
828	74	229	C
829	80	233	A
830	71	233	F
831	78	233	C
832	75	233	D
833	76	233	D
834	77	233	A
835	72	233	F
836	79	233	A
837	73	233	F
838	74	233	C
839	80	252	A
840	71	252	F
841	78	252	C
842	75	252	D
843	76	252	D
844	77	252	A
845	72	252	F
846	79	252	A
847	73	252	F
848	74	252	C
849	80	258	A
850	71	258	F
851	78	258	C
852	75	258	D
853	76	258	D
854	77	258	A
855	72	258	F
856	79	258	A
857	73	258	F
858	74	258	C
859	80	267	A
860	71	267	F
861	78	267	C
862	75	267	D
863	76	267	D
864	77	267	A
865	72	267	F
866	79	267	A
867	73	267	F
868	74	267	C
869	80	272	A
870	71	272	F
871	78	272	C
872	75	272	D
873	76	272	D
874	77	272	A
875	72	272	F
876	79	272	A
877	73	272	F
878	74	272	C
879	80	285	A
880	71	285	F
881	78	285	C
882	75	285	D
883	76	285	D
884	77	285	A
885	72	285	F
886	79	285	A
887	73	285	F
888	74	285	C
889	80	299	A
890	71	299	F
891	78	299	C
892	75	299	D
893	76	299	D
894	77	299	A
895	72	299	F
896	79	299	A
897	73	299	F
898	74	299	C
899	90	37	A
900	81	37	F
901	88	37	C
902	85	37	D
903	86	37	D
904	87	37	A
905	82	37	F
906	89	37	A
907	83	37	F
908	84	37	C
909	90	40	A
910	81	40	F
911	88	40	C
912	85	40	D
913	86	40	D
914	87	40	A
915	82	40	F
916	89	40	A
917	83	40	F
918	84	40	C
919	90	184	A
920	81	184	F
921	88	184	C
922	85	184	D
923	86	184	D
924	87	184	A
925	82	184	F
926	89	184	A
927	83	184	F
928	84	184	C
929	90	189	A
930	81	189	F
931	88	189	C
932	85	189	D
933	86	189	D
934	87	189	A
935	82	189	F
936	89	189	A
937	83	189	F
938	84	189	C
939	90	200	A
940	81	200	F
941	88	200	C
942	85	200	D
943	86	200	D
944	87	200	A
945	82	200	F
946	89	200	A
947	83	200	F
948	84	200	C
949	90	214	A
950	81	214	F
951	88	214	C
952	85	214	D
953	86	214	D
954	87	214	B
955	82	214	F
956	89	214	B
957	83	214	F
958	84	214	C
959	90	221	B
960	81	221	F
961	88	221	C
962	85	221	D
963	86	221	D
964	87	221	B
965	82	221	F
966	89	221	B
967	83	221	F
968	84	221	C
969	90	231	B
970	81	231	F
971	88	231	C
972	85	231	D
973	86	231	D
974	87	231	A
975	82	231	F
976	89	231	B
977	83	231	F
978	84	231	C
979	90	238	A
980	81	238	F
981	88	238	C
982	85	238	D
983	86	238	D
984	87	238	B
985	82	238	F
986	89	238	B
987	83	238	F
988	84	238	C
989	90	246	A
990	81	246	F
991	88	246	C
992	85	246	D
993	86	246	D
994	87	246	B
995	82	246	F
996	89	246	A
997	83	246	F
998	84	246	C
999	90	248	B
1000	81	248	F
1001	88	248	C
1002	85	248	D
1003	86	248	D
1004	87	248	A
1005	82	248	F
1006	89	248	B
1007	83	248	F
1008	84	248	C
1009	90	253	A
1010	81	253	F
1011	88	253	C
1012	85	253	D
1013	86	253	D
1014	87	253	A
1015	82	253	F
1016	89	253	A
1017	83	253	F
1018	84	253	C
1019	90	264	A
1020	81	264	F
1021	88	264	C
1022	85	264	D
1023	86	264	D
1024	87	264	A
1025	82	264	F
1026	89	264	A
1027	83	264	F
1028	84	264	C
1029	90	277	B
1030	81	277	F
1031	88	277	C
1032	85	277	D
1033	86	277	D
1034	87	277	B
1035	82	277	F
1036	89	277	A
1037	83	277	F
1038	84	277	C
1039	90	287	A
1040	81	287	F
1041	88	287	C
1042	85	287	D
1043	86	287	D
1044	87	287	A
1045	82	287	F
1046	89	287	A
1047	83	287	F
1048	84	287	C
1049	90	289	A
1050	81	289	F
1051	88	289	C
1052	85	289	D
1053	86	289	D
1054	87	289	B
1055	82	289	F
1056	89	289	A
1057	83	289	F
1058	84	289	C
1059	90	298	A
1060	81	298	F
1061	88	298	C
1062	85	298	D
1063	86	298	D
1064	87	298	A
1065	82	298	F
1066	89	298	A
1067	83	298	F
1068	84	298	C
1069	100	38	A
1070	91	38	F
1071	98	38	C
1072	95	38	D
1073	96	38	D
1074	97	38	A
1075	92	38	F
1076	99	38	A
1077	93	38	F
1078	94	38	C
1079	100	39	A
1080	91	39	F
1081	98	39	C
1082	95	39	D
1083	96	39	D
1084	97	39	A
1085	92	39	F
1086	99	39	A
1087	93	39	F
1088	94	39	C
1089	100	199	A
1090	91	199	F
1091	98	199	C
1092	95	199	D
1093	96	199	D
1094	97	199	A
1095	92	199	F
1096	99	199	A
1097	93	199	F
1098	94	199	C
1099	100	211	A
1100	91	211	F
1101	98	211	C
1102	95	211	D
1103	96	211	D
1104	97	211	A
1105	92	211	F
1106	99	211	A
1107	93	211	F
1108	94	211	C
1109	100	216	A
1110	91	216	F
1111	98	216	C
1112	95	216	D
1113	96	216	D
1114	97	216	A
1115	92	216	F
1116	99	216	A
1117	93	216	F
1118	94	216	C
1119	100	236	A
1120	91	236	F
1121	98	236	C
1122	95	236	D
1123	96	236	D
1124	97	236	A
1125	92	236	F
1126	99	236	A
1127	93	236	F
1128	94	236	C
1129	100	237	A
1130	91	237	F
1131	98	237	C
1132	95	237	D
1133	96	237	D
1134	97	237	A
1135	92	237	F
1136	99	237	A
1137	93	237	F
1138	94	237	C
1139	100	244	A
1140	91	244	F
1141	98	244	C
1142	95	244	D
1143	96	244	D
1144	97	244	A
1145	92	244	F
1146	99	244	A
1147	93	244	F
1148	94	244	C
1149	100	254	A
1150	91	254	F
1151	98	254	C
1152	95	254	D
1153	96	254	D
1154	97	254	A
1155	92	254	F
1156	99	254	A
1157	93	254	F
1158	94	254	C
1159	100	262	A
1160	91	262	F
1161	98	262	C
1162	95	262	D
1163	96	262	D
1164	97	262	A
1165	92	262	F
1166	99	262	A
1167	93	262	F
1168	94	262	C
1169	100	271	A
1170	91	271	F
1171	98	271	C
1172	95	271	D
1173	96	271	D
1174	97	271	A
1175	92	271	F
1176	99	271	A
1177	93	271	F
1178	94	271	C
1179	100	286	A
1180	91	286	F
1181	98	286	C
1182	95	286	D
1183	96	286	D
1184	97	286	A
1185	92	286	F
1186	99	286	A
1187	93	286	F
1188	94	286	C
1189	100	294	A
1190	91	294	F
1191	98	294	C
1192	95	294	D
1193	96	294	D
1194	97	294	A
1195	92	294	F
1196	99	294	A
1197	93	294	F
1198	94	294	C
