link;id
https://www.riigiteataja.ee/akt/115032014088;RAVI-021
https://www.riigiteataja.ee/akt/112072014068;VET-013
https://www.riigiteataja.ee/akt/131122015019?leiaKehtiv;TA-002
https://www.riigiteataja.ee/akt/121122011007;TA-002
https://www.riigiteataja.ee/akt/106012016014?leiaKehtiv;TA-001
https://www.riigiteataja.ee/akt/121122011007;TA-001
http://www.struktuurifondid.ee/public/TAT_hoolekandeteenused_1.pdf;AKK-009
http://www.struktuurifondid.ee/public/TAT_hoolekandeteenused_1.pdf;AKK-008
http://www.struktuurifondid.ee/public/TAT_hoolekandeteenused_1.pdf;AKK-007
https://www.riigiteataja.ee/akt/110092014005;AKK-006
https://www.riigiteataja.ee/akt/110092014005;AKK-005
https://www.riigiteataja.ee/akt/110062015010;AKK-005
https://www.riigiteataja.ee/akt/110092014005;AKK-004
https://www.riigiteataja.ee/akt/110062015010;AKK-004
https://www.riigiteataja.ee/akt/108032016011;TERV-010
https://www.riigiteataja.ee/akt/126042016002;TERV-010
https://www.riigiteataja.ee/akt/114042015011;TERV-010
http://www.struktuurifondid.ee/public/TVR_3.1.1_SoM.pdf;AKK-003
http://www.struktuurifondid.ee/public/TAT_hoolekandeteenused_1.pd;AKK-003
https://www.riigiteataja.ee/akt/110092014005;AKK-003
https://www.riigiteataja.ee/akt/108032016011;TERV-009
https://www.riigiteataja.ee/akt/106042016017;AKK-002
https://www.riigiteataja.ee/akt/101062012006;TERV-008
https://www.riigiteataja.ee/akt/130122015089#para2b2lg1b3;TERV-008
https://www.riigiteataja.ee/akt/130122015049;TERV-007
https://www.riigiteataja.ee/akt/114042015011;TERV-007
https://www.riigiteataja.ee/akt/130122015049;TERV-006
https://www.riigiteataja.ee/akt/103122014025;TERV-006
https://www.riigiteataja.ee/akt/125112014004;TERV-006
https://www.riigiteataja.ee/akt/126042016002;TERV-006
https://www.riigiteataja.ee/akt/114042015011;TERV-006
https://www.riigiteataja.ee/akt/130122015049;TERV-004
https://www.riigiteataja.ee/akt/129082014008;TERV-004
https://www.riigiteataja.ee/akt/130122015005;AKK-001
https://www.riigiteataja.ee/akt/104052016006;TERV-003
https://www.riigiteataja.ee/akt/122122015054;TERV-003
https://www.riigiteataja.ee/akt/872715;JUM-057
https://www.riigiteataja.ee/akt/130122015011;RES-203
https://www.riigiteataja.ee/akt/129082015026;VETL-013
https://www.riigiteataja.ee/akt/129082015026;VETL-012
https://www.riigiteataja.ee/akt/129082015026;VETL-011
https://www.riigiteataja.ee/akt/129082015026;VETL-010
https://www.riigiteataja.ee/akt/129082015026;VETL-009
https://www.riigiteataja.ee/akt/129082015026;VETL-008
https://www.riigiteataja.ee/akt/129082015026;VETL-007
https://www.riigiteataja.ee/akt/129082015026;VETL-006
https://www.riigiteataja.ee/akt/129082015026;VETL-005
https://www.riigiteataja.ee/akt/129082015026;VETL-004
https://www.riigiteataja.ee/akt/129082015026;VETL-003
https://www.riigiteataja.ee/akt/129082015026;VETL-002
https://www.riigiteataja.ee/akt/129082015026;VETL-001
https://www.riigiteataja.ee/akt/105032015001?leiaKehtiv;MKM-062
https://www.riigiteataja.ee/akt/105032015001?leiaKehtiv;MKM-061
https://www.riigiteataja.ee/akt/105032015001?leiaKehtiv;MKM-060
https://www.riigiteataja.ee/akt/105032015001?leiaKehtiv;MKM-059
https://www.riigiteataja.ee/akt/105032015001?leiaKehtiv;MKM-058
https://www.riigiteataja.ee/akt/105032015001?leiaKehtiv;MKM-057
https://www.riigiteataja.ee/akt/105032015001?leiaKehtiv;MKM-056
https://www.riigiteataja.ee/akt/105032015001?leiaKehtiv;MKM-055
https://www.riigiteataja.ee/akt/105032015001?leiaKehtiv;MKM-054
https://www.riigiteataja.ee/akt/105032015001?leiaKehtiv;MKM-053
https://www.riigiteataja.ee/akt/105032015001?leiaKehtiv;MKM-052
https://www.riigiteataja.ee/akt/105032015001?leiaKehtiv;MKM-050
https://www.riigiteataja.ee/akt/130122015049;TERV-002
https://www.riigiteataja.ee/akt/108032016011;TERV-002
https://www.riigiteataja.ee/akt/130122015060;TERV-002
https://www.riigiteataja.ee/akt/130122015043?leiaKehtiv;MAA-047
https://www.riigiteataja.ee/akt/127122011006;MAA-046
https://www.riigiteataja.ee/akt/106012016007;TI-030
https://www.riigiteataja.ee/akt/123022011008;TI-029
https://www.riigiteataja.ee/akt/116012015004;TI-028
https://www.riigiteataja.ee/akt/116012015004;TI-027
https://www.riigiteataja.ee/akt/116012015004;TI-026
https://www.riigiteataja.ee/akt/116012015004;TI-025
https://www.riigiteataja.ee/akt/101042014003;TI-024
https://www.riigiteataja.ee/akt/106012016007;TI-023
https://www.riigiteataja.ee/akt/110112015013;TI-022
https://www.riigiteataja.ee/akt/126032015015;TI-021
https://www.riigiteataja.ee/akt/112072014044;TI-020
https://www.riigiteataja.ee/akt/112072014044;TI-019
https://www.riigiteataja.ee/akt/13181373;TI-018
https://www.riigiteataja.ee/akt/107052013017;TI-017
https://www.riigiteataja.ee/akt/107052013017;TI-016
https://www.riigiteataja.ee/akt/107052013017;TI-015
https://www.riigiteataja.ee/akt/12872816;TI-014
https://www.riigiteataja.ee/akt/110112015013;TI-013
https://www.riigiteataja.ee/akt/110112015013;TI-012
https://www.riigiteataja.ee/akt/110112015013;TI-011
https://www.riigiteataja.ee/akt/110112015013;TI-010
https://www.riigiteataja.ee/akt/129082015051;EPM-017
https://www.riigiteataja.ee/akt/115032014016;EPM-017
https://www.riigiteataja.ee/akt/130062015059;AHHA-009
https://www.riigiteataja.ee/akt/106012011026;KKAG-040
https://www.riigiteataja.ee/akt/112062013006;PMK-007
http://pmk.agri.ee/files/f220/VSO_pohimaarus.pdf;PMK-007
http://pmk.agri.ee/files/f413/Lisa%207.pdf;PMK-007
https://www.riigiteataja.ee/akt/131122015001?leiaKehtiv;TKA-011
https://www.riigiteataja.ee/akt/131122015001?leiaKehtiv;TKA-010
https://www.riigiteataja.ee/akt/131122015001?leiaKehtiv;TKA-009
https://www.riigiteataja.ee/akt/638028;MA-074
https://www.riigiteataja.ee/akt/115032014005;MA-074
https://www.riigiteataja.ee/akt/130122015030;MA-074
https://www.riigiteataja.ee/akt/105032015001;MA-074
https://www.riigiteataja.ee/akt/108032016011;TERV-001
https://www.riigiteataja.ee/akt/130122015049;TERV-001
https://www.riigiteataja.ee/akt/13027523;TERV-001
https://www.riigiteataja.ee/akt/114042015011;TERV-001
https://www.riigiteataja.ee/akt/118032015017?leiaKehtiv;KKAG-039
https://www.riigiteataja.ee/akt/129052013043?leiaKehtiv;KKAG-039
https://www.riigiteataja.ee/akt/129122015058?leiaKehtiv;KKAG-039
https://www.riigiteataja.ee/akt/104062014005;TI-009
https://www.riigiteataja.ee/akt/110112015013;TI-007
https://www.riigiteataja.ee/akt/110112015013;TI-006
https://www.riigiteataja.ee/akt/110112015013;TI-005
https://www.riigiteataja.ee/akt/110112015013;TI-004
https://www.riigiteataja.ee/akt/110112015013;TI-003
https://www.riigiteataja.ee/akt/110112015013;TI-002
https://www.riigiteataja.ee/akt/110112015013;TI-001
http://www.keskkonnaagentuur.ee/et/pohimaarus;KKAG-038
http://www.erso.ee;ERSO-001
https://www.riigiteataja.ee/akt/123032015283;KKAG-037
http://www.pma.agri.ee/index.php?id=104&sub=132&sub2=273&sub3=546;PMA-035
http://www.pma.agri.ee/index.php?id=104&sub=132&sub2=273&sub3=546;PMA-033
http://www.pma.agri.ee/index.php?id=104&sub=130&sub2=186&sub3=373;PMA-032
https://www.riigiteataja.ee/akt/112062013006;PMK-006
http://pmk.agri.ee/files/f490/JSL.pdf;PMK-006
https://www.riigiteataja.ee/akt/13362228?leiaKehtiv;PMK-006
https://www.riigiteataja.ee/akt/119012011022?leiaKe;PMK-006
https://www.riigiteataja.ee/akt/101092015029;PMK-006
http://pmk.agri.ee/files/f413/Lisa%202.pdf;PMK-006
http://eur-lex.europa.eu/legal-content/ET/TXT/PDF/?uri=CELEX:31991L0271&from=ET;KKAG-036
https://www.riigiteataja.ee/akt/78466;KKAG-036
https://www.riigiteataja.ee/akt/122032011010?leiaKehtiv;KKAG-036
http://www.mes.ee/laen-maki-rahastamisvahendist;MESA-002
https://www.riigiteataja.ee/akt/122032011010?leiaKehtiv;KKAG-035
https://www.riigiteataja.ee/akt/78466;KKAG-035
https://www.riigiteataja.ee/akt/122032011010?leiaKehtiv;KKAG-034
https://www.riigiteataja.ee/akt/78466;KKAG-034
https://www.riigiteataja.ee/akt/129042014008;JUM-056
https://www.riigiteataja.ee/akt/112072014085;JUM-056
https://www.riigiteataja.ee/akt/112032015010?leiaKehtiv;KKAG-033
https://www.riigiteataja.ee/akt/78466;KKAG-033
http://www.pma.agri.ee/index.php?id=104&sub=490&sub2=491&sub3=492;PMA-029
http://www.pma.agri.ee/index.php?id=104&sub=127&sub2=182;PMA-026
https://www.entk.ee/sites/default/files/arengukava%202014_2020.pdf;ENTK-021
https://www.entk.ee/sites/default/files/arengukava%202014_2020.pdf;ENTK-020
https://www.entk.ee/sites/default/files/ENTK%20pohimaarus.pdf;ENTK-020
https://www.riigiteataja.ee/akt/130122015033;ENTK-019
https://www.entk.ee/sites/default/files/arengukava%202014_2020.pdf;ENTK-019
https://www.entk.ee/sites/default/files/arengukava%202014_2020.pdf;ENTK-018
https://www.riigiteataja.ee/akt/130122015033;ENTK-017
https://www.entk.ee/sites/default/files/arengukava%202014_2020.pdf;ENTK-017
https://www.riigiteataja.ee/akt/123032015256;ENTK-017
https://www.entk.ee/sites/default/files/arengukava%202014_2020.pdf;ENTK-016
https://www.riigiteataja.ee/akt/130122015033;ENTK-016
https://www.entk.ee/sites/default/files/arengukava%202014_2020.pdf;ENTK-015
https://www.entk.ee/sites/default/files/arengukava%202014_2020.pdf;ENTK-014
https://www.entk.ee/sites/default/files/arengukava%202014_2020.pdf;ENTK-013
https://www.entk.ee/sites/default/files/arengukava%202014_2020.pdf;ENTK-012
https://www.riigiteataja.ee/akt/130122015033;ENTK-012
https://www.riigiteataja.ee/akt/112072014146;ENTK-012
https://www.entk.ee/sites/default/files/arengukava%202014_2020.pdf;ENTK-011
https://www.riigiteataja.ee/akt/130122015033;ENTK-011
https://www.riigiteataja.ee/akt/130122015033;ENTK-010
https://www.entk.ee/sites/default/files/arengukava%202014_2020.pdf;ENTK-010
https://www.riigiteataja.ee/akt/106122014001;ENTK-010
https://www.entk.ee/sites/default/files/arengukava%202014_2020.pdf;ENTK-009
https://www.riigiteataja.ee/akt/123032015261;ENTK-008
https://www.riigiteataja.ee/akt/130122015033;ENTK-008
https://www.entk.ee/sites/default/files/arengukava%202014_2020.pdf;ENTK-007
https://www.riigiteataja.ee/akt/130122015033?leiaKehtiv;ENTK-007
https://www.entk.ee/sites/default/files/arengukava%202014_2020.pdf;ENTK-006
https://www.entk.ee/sites/default/files/arengukava%202014_2020.pdf;ENTK-005
https://www.entk.ee/sites/default/files/arengukava%202014_2020.pdf;ENTK-004
https://www.riigiteataja.ee/akt/112012016001;MA-073
https://www.riigiteataja.ee/akt/123032015122;KKAG-032
https://www.riigiteataja.ee/akt/108072014018;KKAG-032
https://www.riigiteataja.ee/akt/839591;KKAG-032
https://www.riigiteataja.ee/akt/102072015001;KKAG-032
https://www.riigiteataja.ee/akt/102072015001;KKAG-031
https://www.riigiteataja.ee/akt/123032015122;KKAG-030
https://www.riigiteataja.ee/akt/108072014018;KKAG-030
https://www.riigiteataja.ee/akt/839591;KKAG-030
https://www.riigiteataja.ee/akt/102072015001;KKAG-030
https://www.riigiteataja.ee/akt/130122015011?leiaKehtiv;MA-072
https://www.riigiteataja.ee/akt/130122015011?leiaKehtiv;MA-071
https://www.riigiteataja.ee/akt/131122010063?leiaKehtiv;KKAG-029
https://www.riigiteataja.ee/akt/102072015001;KKAG-028
https://www.riigiteataja.ee/akt/13343422?leiaKehtiv;KKAG-027
https://www.riigiteataja.ee/akt/112012016002;KKAG-026
https://www.riigiteataja.ee/akt/130122015011?leiaKehtiv;MA-070
https://www.riigiteataja.ee/akt/110112015009?leiaKehtiv;MA-070
https://www.riigiteataja.ee/akt/102072015001;KKAG-021
https://www.riigiteataja.ee/akt/13223570;KKAG-019
http://www.pma.agri.ee/index.php?id=104&sub=331&sub2=333;PMA-024
https://www.riigiteataja.ee/akt/112032015010;KKAG-018
https://www.riigiteataja.ee/akt/123032015122;KKAG-018
https://www.riigiteataja.ee/akt/108072014018;KKAG-018
https://www.riigiteataja.ee/akt/839591;KKAG-018
https://www.riigiteataja.ee/akt/102072015001;KKAG-018
https://www.riigiteataja.ee/akt/112032015010;KKAG-017
https://www.riigiteataja.ee/akt/123032015122;KKAG-017
https://www.riigiteataja.ee/akt/108072014018;KKAG-017
https://www.riigiteataja.ee/akt/839591;KKAG-017
https://www.riigiteataja.ee/akt/102072015001;KKAG-017
https://www.riigiteataja.ee/akt/123032015210?leiaKehtiv;KKAG-016
https://www.riigiteataja.ee/akt/119032015051?leiaKehtiv;KKAG-016
https://www.riigiteataja.ee/akt/123072014004;KKAG-016
https://www.cbd.int/convention/articles/default.shtml?a=cbd-17?;KKAG-015
https://www.riigiteataja.ee/akt/112032015010;KKAG-015
https://www.riigiteataja.ee/akt/105062015019;PRIA-160
https://www.riigiteataja.ee/akt/121012015001?leiaKehtiv;PRIA-159
https://www.riigiteataja.ee/akt/104082015016;PRIA-158
https://www.riigiteataja.ee/akt/128042015005;PRIA-157
http://eur-lex.europa.eu/legal-content/et/TXT/PDF/?uri=CELEX:32013R1370;PRIA-156
http://eur-lex.europa.eu/legal-content/et/TXT/?uri=CELEX%3A32013R1308;PRIA-156
http://eur-lex.europa.eu/legal-content/et/TXT/PDF/?uri=CELEX:32013R1370;PRIA-155
http://eur-lex.europa.eu/legal-content/et/TXT/?uri=CELEX%3A32013R1308;PRIA-155
http://eur-lex.europa.eu/legal-content/et/TXT/PDF/?uri=CELEX:32013R1370;PRIA-154
http://eur-lex.europa.eu/legal-content/et/TXT/?uri=CELEX%3A32013R1308;PRIA-154
http://eur-lex.europa.eu/legal-content/et/TXT/PDF/?uri=CELEX:32013R1370;PRIA-153
http://eur-lex.europa.eu/legal-content/et/TXT/?uri=CELEX%3A32013R1308;PRIA-153
http://eur-lex.europa.eu/legal-content/et/TXT/PDF/?uri=CELEX:32013R1370;PRIA-152
http://eur-lex.europa.eu/legal-content/et/TXT/?uri=CELEX%3A32013R1308;PRIA-152
http://eur-lex.europa.eu/legal-content/ET/TXT/?qid=1455885980846&uri=CELEX:02008R0376-20150921;PRIA-151
https://www.riigiteataja.ee/akt/102102015012?leiaKehtiv;PRIA-150
https://www.riigiteataja.ee/akt/129072015013;PRIA-149
https://www.riigiteataja.ee/akt/129072015014;PRIA-148
http://eur-lex.europa.eu/legal-content/ET/TXT/?uri=CELEX:32015R1829;PRIA-147
https://www.riigiteataja.ee/akt/129012015003;PRIA-146
https://www.riigiteataja.ee/akt/112072014110?leiaKehtiv;PRIA-145
https://www.riigiteataja.ee/akt/905398;KKAG-014
https://www.riigiteataja.ee/akt/130122015040;RAVI-020
https://www.riigiteataja.ee/akt/130122015040;RAVI-019
https://www.riigiteataja.ee/akt/130122015040;RAVI-018
https://www.riigiteataja.ee/akt/130122015040;RAVI-017
https://www.riigiteataja.ee/akt/130122015040;RAVI-016
https://www.riigiteataja.ee/akt/130122015040;RAVI-015
https://www.riigiteataja.ee/akt/130122015040;RAVI-014
https://www.riigiteataja.ee/akt/130122015040;RAVI-013
https://www.riigiteataja.ee/akt/130122015040;RAVI-011
https://www.riigiteataja.ee/akt/130122015040;RAVI-010
https://www.riigiteataja.ee/akt/101122015004;RAVI-009
https://www.riigiteataja.ee/akt/130122015040;RAVI-008
https://www.riigiteataja.ee/akt/130122015040;RAVI-007
https://www.riigiteataja.ee/akt/126022015001;RAVI-006
https://www.riigiteataja.ee/akt/126022015001;RAVI-005
https://www.riigiteataja.ee/akt/126022015001;RAVI-004
https://www.riigiteataja.ee/akt/126022015001;RAVI-003
https://www.riigiteataja.ee/akt/126022015001;RAVI-002
https://www.riigiteataja.ee/akt/112032015027;MFA-041
https://www.riigiteataja.ee/akt/12806791;MFA-041
http://www.pma.agri.ee/index.php?id=104&sub=133&sub2=268&sub3=269;PMA-022
http://www.pma.agri.ee/index.php?id=104&sub=133&sub2=268&sub3=269;PMA-021
http://www.pma.agri.ee/index.php?id=104&sub=133&sub2=268&sub3=269;PMA-020
"http://loodus.keskkonnainfo.ee/lva/default.aspx?id=1737993222&state=4;1330756972;est;lvadb;;";KKAG-013
https://www.riigiteataja.ee/akt/102072015001;KKAG-013
https://www.riigiteataja.ee/akt/112032015010;KKAG-013
https://www.riigiteataja.ee/akt/123032015122;KKAG-013
http://www.pma.agri.ee/index.php?id=104&sub=133&sub2=268&sub3=269;PMA-019
https://www.riigiteataja.ee/akt/112032015010?leiaKehtiv;KKAG-012
https://www.riigiteataja.ee/akt/78466;KKAG-012
https://www.riigiteataja.ee/akt/112032015010?leiaKehtiv;KKAG-011
https://www.riigiteataja.ee/akt/78466;KKAG-011
https://www.riigiteataja.ee/akt/112032015010?leiaKehtiv;KKAG-010
https://www.riigiteataja.ee/akt/KeRS;KKAG-010
https://www.riigiteataja.ee/akt/112032015010?leiaKehtiv;KKAG-009
https://www.riigiteataja.ee/akt/78466;KKAG-009
https://www.riigiteataja.ee/akt/112032015010?leiaKehtiv;KKAG-008
https://www.riigiteataja.ee/akt/130122015011;MA-069
https://www.riigiteataja.ee/akt/130062015041;MA-069
http://www.pma.agri.ee/index.php?id=104&sub=133&sub2=268&sub3=269;PMA-017
https://www.riigiteataja.ee/akt/122122011002;MFA-040
https://www.riigiteataja.ee/akt/106012016007;RIK-005
https://www.riigiteataja.ee/akt/122122011002;MFA-039
https://www.riigiteataja.ee/akt/129122011145;MFA-039
https://www.riigiteataja.ee/akt/128122011054;MFA-039
https://www.riigiteataja.ee/akt/129122011048;MFA-039
https://www.riigiteataja.ee/akt/112032015010?leiaKehtiv;KKAG-007
https://www.riigiteataja.ee/akt/122032011010;KKAG-006
https://www.riigiteataja.ee/akt/122032011010;KKAG-005
https://www.riigiteataja.ee/akt/112032015060#para8lg1p11;MFA-038
https://www.riigiteataja.ee/akt/105092014003;MFA-038
https://www.riigiteataja.ee/akt/112032015027;MFA-037
https://www.riigiteataja.ee/akt/123032015260;MFA-037
https://www.riigiteataja.ee/akt/112032015027;MFA-036
https://www.riigiteataja.ee/akt/131122010019;MFA-036
https://www.riigiteataja.ee/akt/112032015027;MFA-035
https://www.riigiteataja.ee/akt/12806791;MFA-035
https://www.riigiteataja.ee/akt/117122015014;MFA-034
http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2009:243:0001:0058:ET:PDF;MFA-034
https://www.riigiteataja.ee/akt/117122015014;MFA-033
http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2009:243:0001:0058:ET:PDF;MFA-033
https://www.riigiteataja.ee/akt/121052014024;MFA-032
https://www.riigiteataja.ee/akt/121052014024;MFA-031
https://www.riigiteataja.ee/akt/122122011002;MFA-030
https://www.riigiteataja.ee/akt/129122011145;MFA-030
https://www.riigiteataja.ee/akt/128122011054;MFA-030
https://www.riigiteataja.ee/akt/129122011048;MFA-030
https://www.riigiteataja.ee/akt/122122011002;MFA-029
https://www.riigiteataja.ee/akt/129122011145;MFA-029
https://www.riigiteataja.ee/akt/128122011054;MFA-029
https://www.riigiteataja.ee/akt/129122011048;MFA-029
http://eur-lex.europa.eu/legal-content/ET/TXT/PDF/?uri=CELEX:32015R2420&qid=1452865184357&from=EN;MFA-029
https://www.riigiteataja.ee/akt/129012015001;PRIA-144
https://www.riigiteataja.ee/akt/109102014016;PRIA-143
https://www.riigiteataja.ee/akt/103122013011?leiaKehtiv;PRIA-142
https://www.riigiteataja.ee/akt/127112015003;PRIA-141
https://www.riigiteataja.ee/akt/127112015003;PRIA-140
https://www.riigiteataja.ee/akt/114102015003;PRIA-139
https://www.riigiteataja.ee/akt/114102015004;PRIA-138
https://www.riigiteataja.ee/akt/129082015010?leiaKehtiv;PRIA-126
https://www.riigiteataja.ee/akt/113052015001;PRIA-125
https://www.riigiteataja.ee/akt/111092015004;PRIA-124
https://www.riigiteataja.ee/akt/128082015006;PRIA-123
https://www.riigiteataja.ee/akt/131072015006;PRIA-122
https://www.riigiteataja.ee/akt/129082015033;PRIA-119
www.pria.ee;PRIA-118
https://www.riigiteataja.ee/akt/130042015001?leiaKehtiv;PRIA-117
https://www.riigiteataja.ee/akt/129082015013?leiaKehtiv;PRIA-116
https://www.riigiteataja.ee/akt/119062015017?leiaKehtiv;PRIA-115
https://www.riigiteataja.ee/akt/122042015033;PRIA-114
https://www.riigiteataja.ee/akt/117112015013;PRIA-113
https://www.riigiteataja.ee/akt/112012016005;PRIA-112
https://www.riigiteataja.ee/akt/122092015004;PRIA-111
https://www.riigiteataja.ee/akt/102102015009?leiaKehtiv;PRIA-109
https://www.riigiteataja.ee/akt/112052015008;PRIA-108
https://www.riigiteataja.ee/akt/127102015011;PRIA-107
https://www.riigiteataja.ee/akt/127102015011;PRIA-106
https://www.riigiteataja.ee/akt/127102015011;PRIA-105
https://www.riigiteataja.ee/akt/129082015009?leiaKehtiv;PRIA-104
https://www.riigiteataja.ee/akt/101092015003?leiaKehtiv;PRIA-103
https://www.riigiteataja.ee/akt/111122015002?leiaKehtiv;PRIA-102
https://www.riigiteataja.ee/akt/101092015003?leiaKehtiv;PRIA-101
https://www.riigiteataja.ee/akt/111122015002?leiaKehtiv;PRIA-100
https://www.riigiteataja.ee/akt/129052015004;PRIA-099
https://www.riigiteataja.ee/akt/102052015006?leiaKehtiv;PRIA-098
https://www.riigiteataja.ee/akt/122122011002;MFA-028
https://www.riigiteataja.ee/akt/129122011145;MFA-028
https://www.riigiteataja.ee/akt/128122011054;MFA-028
https://www.riigiteataja.ee/akt/129122011048;MFA-028
http://eur-lex.europa.eu/legal-content/ET/TXT/PDF/?uri=CELEX:32015R2420&qid=1452865184357&from=EN;MFA-028
https://www.riigiteataja.ee/akt/122122011002;MFA-027
https://www.riigiteataja.ee/akt/129122011145;MFA-027
https://www.riigiteataja.ee/akt/128122011054;MFA-027
https://www.riigiteataja.ee/akt/129122011048;MFA-027
http://eur-lex.europa.eu/legal-content/ET/TXT/PDF/?uri=CELEX:32015R2420&qid=1452865184357&from=EN;MFA-027
https://www.riigiteataja.ee/akt/112032015027;MFA-026
https://www.riigiteataja.ee/akt/ITDS;MFA-026
https://www.riigiteataja.ee/akt/223399;MFA-026
https://www.riigiteataja.ee/akt/112032015027;MFA-025
https://www.riigiteataja.ee/akt/ITDS;MFA-025
https://www.riigiteataja.ee/akt/223399;MFA-025
https://www.riigiteataja.ee/akt/112032015027;MFA-024
https://www.riigiteataja.ee/akt/112032015027;MFA-023
http://koolielu.ee/waramu/index;HITS-006
http://www.e-ope.ee/repositoorium/;HITS-005
https://moodle.hitsa.ee/;HITS-004
https://kratt.edu.ee/;HITS-003
https://riha.eesti.ee/riha/main#1456499350476lB296w5VMUoxsnx;HITS-002
https://www.sais.ee/;HITS-001
https://www.riigiteataja.ee/akt/128062013036;RIIK-004
https://www.riigiteataja.ee/akt/13174576;PRIA-097
https://www.riigiteataja.ee/akt/125052012016;PRIA-097
https://www.riigiteataja.ee/akt/101092015003;PRIA-097
https://www.riigiteataja.ee/akt/125052012016;PRIA-096
https://www.riigiteataja.ee/akt/13174576;PRIA-096
https://www.riigiteataja.ee/akt/13174576;PRIA-095
https://www.riigiteataja.ee/akt/125052012016;PRIA-095
https://www.riigiteataja.ee/akt/101092015003;PRIA-095
https://www.riigiteataja.ee/akt/13174576;PRIA-094
https://www.riigiteataja.ee/akt/125052012016;PRIA-094
https://www.riigiteataja.ee/akt/101092015003;PRIA-094
http://eur-lex.europa.eu/legal-content/ET/TXT/PDF/?uri=OJ:L:2014:255:FULL&from=ET;PRIA-094
https://www.riigiteataja.ee/akt/101092015003;PRIA-093
https://www.riigiteataja.ee/akt/13174576;PRIA-093
https://www.riigiteataja.ee/akt/125052012016;PRIA-093
http://eur-lex.europa.eu/legal-content/ET/TXT/PDF/?uri=OJ:L:2014:255:FULL&from=ET;PRIA-093
https://www.riigiteataja.ee/akt/112032015027;MFA-022
https://www.riigiteataja.ee/akt/117122015100;KRA-004
https://www.riigiteataja.ee/akt/112032015027;MFA-021
https://www.riigiteataja.ee/akt/110072012001?leiaKehtiv;KRA-003
https://www.riigiteataja.ee/akt/110072012001?leiaKehtiv;KRA-002
https://www.riigiteataja.ee/en/eli/513042015004/consolide/current;MFA-020
https://www.riigiteataja.ee/akt/112032015027;MFA-020
https://www.riigiteataja.ee/akt/ITDS;MFA-019
https://www.riigiteataja.ee/akt/112032015027;MFA-019
https://www.riigiteataja.ee/akt/ITDS;MFA-018
https://www.riigiteataja.ee/akt/112032015027;MFA-018
https://www.riigiteataja.ee/akt/126112015002?leiaKehtiv;PRIA-092
https://epria.pria.ee/epria/;PRIA-091
https://www.riigiteataja.ee/akt/110072012001?leiaKehtiv;KRA-001
http://www.pria.ee/et/pria;PRIA-090
http://www.pria.ee/ePRIA/Juhendid;PRIA-089
https://www.riigiteataja.ee/akt/12924091?leiaKehtiv;KAM-004
